judul,foto,penulis,porsi,bahan,langkah,durasi,url,tag
Cake kurma mudah murah enak,https://img-global.cpcdn.com/recipes/970b1dc51a6fb0c7/1280x1280sq70/cake-kurma-mudah-murah-enak-foto-resep-utama.jpg,Ika Satya,5 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '20 Butir', 'bahan': 'Kurma'}, {'grup': 'Bahan Utama', 'jumlah': '20 Sendok', 'bahan': 'Tepung Terigu Serbaguna'}, {'grup': 'Bahan Utama', 'jumlah': '7 sdm', 'bahan': 'Gula Pasir'}, {'grup': 'Bahan Utama', 'jumlah': '125 mL', 'bahan': 'Air'}, {'grup': 'Bahan Utama', 'jumlah': '2 sdt', 'bahan': 'Baking Powder'}, {'grup': 'Bahan Utama', 'jumlah': '2 sdt', 'bahan': 'Soda Kue'}, {'grup': 'Bahan Utama', 'jumlah': '12 sdm', 'bahan': 'Minyak Canola'}, {'grup': 'Bahan Utama', 'jumlah': '', 'bahan': 'Gula Bubuk'}, {'grup': 'Bahan Utama', 'jumlah': '2 Butir', 'bahan': 'Telur'}]","['Kurma, telur, air, gula diblender', 'Terigu, baking powder dan soda kue diayak, tambahkan blenderan kurma tadi aduk', 'Tambah minyak, adukmasukkan loyang', 'Panggang 170c atau kukus sekitar 2530 menit tes tusuk, kalau sudah matang angkat', 'Taburi campuran gula bubuk dan kayu manis bubuk jika sukasajikan dengan cinta dan senyum manis']",35 Menit,https://cookpad.com/id/resep/17236503-cake-kurma-mudah-murah-enak,"['kurma', 'gula', 'bubuk']"
FUDGY BROWNIES simpel mudahan murah dengan oven tangkring,https://img-global.cpcdn.com/recipes/cb17b3d01b475029/1280x1280sq70/fudgy-brownies-simpel-mudahan-murah-dengan-oven-tangkring-foto-resep-utama.jpg,Melati Sorenggani,5 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '2 Butir', 'bahan': 'Telur'}, {'grup': 'Bahan Utama', 'jumlah': '4 sdm', 'bahan': 'Gula Pasir'}, {'grup': 'Bahan Utama', 'jumlah': '150 gr', 'bahan': 'Dark Cooking Chocolate'}, {'grup': 'Bahan Utama', 'jumlah': '100 gr', 'bahan': 'Margarin'}, {'grup': 'Bahan Utama', 'jumlah': '30 gr', 'bahan': 'Coklat Bubuk'}, {'grup': 'Bahan Utama', 'jumlah': '30 gr', 'bahan': 'Tepung Terigu'}]","['Panaskan oven terlebih dahulu sekitar 125130 derajat', 'Siapkan semua bahan tadi terlebih dahulu agar gampang dalam bekerja (mengayak tepung, memotong kecil kecil coklat agar cepat meleleh, mengoles loyang)', 'Lelehkan coklat dan margarin dengan teknik au bain merie, atau bisa menggunakan microave, lalu sisihkan', 'Kocok telur dengan gula sampai gulanya larut,, saya menggunakan mixer karena saya malas mengocok manual dengan tangan,,kocok dengan kecepatan paling rendah (jangan overmix)', 'Setelah gula larut, tambahkan coklat yang sudah dilelehkan tadi, lalu kembali di aduk sampai rata (jangan overmix)', 'Setelah tercampur, masukan tepung terigu dan bubuk coklat yang sudah diayak dan disiapkan tadi, aduk sampi tercampur rata dan tidak ada yang bergerindil (jangan overmix)', 'Setelah adonan jadi,, masukan kedalam loyang yang sudah diolesi margarin,, dan oven sekitar 40 menit dengan api kecil dan suhu 150', 'Setelah matang angkat dan dinginkan sebelum dipotong']",85 Menit,https://cookpad.com/id/resep/17202006-fudgy-brownies-simpel-mudahan-murah-dengan-oven-tangkring,"['coklat', 'oven', 'overmix']"
Cemilan murah meriah olahan tepung terigu simple,https://img-global.cpcdn.com/recipes/c723cc1450ff6ff0/1280x1280sq70/cemilan-murah-meriah-olahan-tepung-terigu-simple-foto-resep-utama.jpg,Bunda Tya simple.,1 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '500 gr', 'bahan': 'Tepung Terigu'}, {'grup': 'Bahan Utama', 'jumlah': '1 Butir', 'bahan': 'Telur'}, {'grup': 'Bahan Utama', 'jumlah': '5 Siung', 'bahan': 'Bawang Merah'}, {'grup': 'Bahan Utama', 'jumlah': '5 Siung', 'bahan': 'Bawang Putih'}, {'grup': 'Bahan Utama', 'jumlah': '250 gr', 'bahan': 'Mentega'}, {'grup': 'Bahan Utama', 'jumlah': '2 Bgks', 'bahan': 'Penyedap Rasa'}, {'grup': 'Bahan Utama', 'jumlah': '', 'bahan': 'Minyak Goreng'}]","['Panaskan minyak, campurkan semua bahan termasuk bumbu halus,uleni hingga kalis ljt tunggu sampai minyak agak panas', 'Bentuk adonan sesuai seleraaku bentuk ada yang panjang2, ada yang pakai garpuljt goreng sampai kuning keemasan angkat camilan siap di nikmati saat santai']",120 Menit,https://cookpad.com/id/resep/23947981-cemilan-murah-meriah-olahan-tepung-terigu-simple,"['cemilan', 'murah', 'meriah']"
20. Resep boba sederhana mudah murah,https://img-global.cpcdn.com/recipes/abfe9135b4c6b63e/1280x1280sq70/20-resep-boba-sederhana-mudah-murah-foto-resep-utama.jpg,Lutfiapril_,3 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '12 Bungkus', 'bahan': 'Nutrijel Coklat'}, {'grup': 'Bahan Utama', 'jumlah': '45 Sendok', 'bahan': 'Tepung Tapioka'}, {'grup': 'Bahan Utama', 'jumlah': 'Secukupnya', 'bahan': 'Air Panas'}, {'grup': 'Bahan Utama', 'jumlah': '5 Sendok', 'bahan': 'Gula Jawa'}]","['Masak air terlebih dahulu sampai matang', 'Siapkan wadah, tuangkan 12 bungkus nutrijell dan tepung tapioka sesuai resep di atas', 'Lalu masukan air panas berlahan dari sedikit, di kira sudah cukup di uleni sampai kalia boleh supaya enak membentuknya', 'Didihkan air lagi, untuk merebus bulatan boba tadi', 'Setelah matang sisihkan siapkan panci untuk memasak gula jawabrown sugar', 'Masak boba dengan gula jawabrown sugar jangan sampai gosong yaaa sekiranya sudah tercampur rata antara gula dan boba siap untuk fi hidangkan boleh di tambah susu cair dan es batu lezattttselamat mencoba']",45 Menit,https://cookpad.com/id/resep/23989163-20-resep-boba-sederhana-mudah-murah,"['boba', 'gula', 'jawabrown']"
Pizza Homemade Murah Meriah,https://img-global.cpcdn.com/recipes/c64cbdbf2036a32f/1280x1280sq70/pizza-homemade-murah-meriah-foto-resep-utama.jpg,Earlyn,1 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '2', 'bahan': 'Roti Tawar'}, {'grup': 'Bahan Utama', 'jumlah': '2 Buah', 'bahan': 'Telor'}, {'grup': 'Bahan Utama', 'jumlah': '14 Kotak', 'bahan': 'Keju Kraft Mozarela'}, {'grup': 'Bahan Utama', 'jumlah': '2 Sachet', 'bahan': 'Saos Tomat Sambal'}]","['Campurkan potongan roti tawar dan telur hingga rata', 'Panaskan teflon kecil ratakan adonan diatas', 'Setelah agak kering menyatu, balik sisi bawah ke atas', 'Tambahkan saos tomat sambal, topping jika ada tambahkan potongan keju moza tutup teflon hingga moza meleleh hidangkan hangathangat', 'Tips gunakan api kecil selama memasak agar tidak gosong']",15 Menit,https://cookpad.com/id/resep/17296709-pizza-homemade-murah-meriah,"['potongan', 'teflon', 'moza']"
Fu Yung Hai Sayur Murah Ercis Kacang Polong Jagung Wortel,https://img-global.cpcdn.com/recipes/fd88967def70457a/1280x1280sq70/fu-yung-hai-sayur-murah-ercis-kacang-polong-jagung-wortel-foto-resep-utama.jpg,Shireishou,1 Orang,"[{'grup': 'Bahan Utama', 'jumlah': 'Secukupnya', 'bahan': 'Ercis Kacang Polong'}, {'grup': 'Bahan Utama', 'jumlah': 'Secukupnya', 'bahan': 'Wortel'}, {'grup': 'Bahan Utama', 'jumlah': 'Secukupnya', 'bahan': 'Jagung Pipil'}, {'grup': 'Bahan Utama', 'jumlah': '2 Butir', 'bahan': 'Telur'}, {'grup': 'Bahan Utama', 'jumlah': '2 Sendok', 'bahan': 'Tepung Terigu'}, {'grup': 'Bahan Utama', 'jumlah': 'Secukupnya', 'bahan': 'Garam'}, {'grup': 'Bahan Utama', 'jumlah': 'Secukupnya', 'bahan': 'Saus Tomat'}, {'grup': 'Bahan Utama', 'jumlah': 'Secukupnya', 'bahan': 'Air'}]","['Siapkan bahan supaya merah kuning hijau di atas piringkuuuu', 'Soalnya kalau diambil semua tidak kelihatan polong ercisnya', 'Pecahkan telur ke dalam mangkoktadi telur perrtama tanpa sadar aku pecahin di atas tong sampah orang pilek dilarang masak oleng, pemirsa', 'Panaskan margarin ke wajan', 'Sambil tunggu cair, masukkan sayur, tepung, dan garamnyasaran, aduk dahulu telur, sayuran dan garam, baru masukkan tepungnya', 'Goreng, deh', 'Untuk sausnya, cuma pakai saus tomat campur air mateng inget air matang nanti diare kalau mentah anakku hampir pakai air keran tadi', 'Taburi kacang polong ercis', 'Siap dimakan']",20 Menit,https://cookpad.com/id/resep/17173491-fu-yung-hai-sayur-murah-ercis-kacang-polong-jagung-wortel,"['polong', 'telur', 'sayur']"
Es Campur Murah Meriah,https://img-global.cpcdn.com/recipes/cf4fb1dc7e371f01/1280x1280sq70/es-campur-murah-meriah-foto-resep-utama.jpg,Yuyun,60 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '', 'bahan': 'Kuah Susu'}, {'grup': 'Bahan Utama', 'jumlah': '1000 mL', 'bahan': 'Air'}, {'grup': 'Bahan Utama', 'jumlah': '200 gr', 'bahan': 'Kremer'}, {'grup': 'Bahan Utama', 'jumlah': '12 sdt', 'bahan': 'Garam'}, {'grup': 'Bahan Utama', 'jumlah': '3 Lembar', 'bahan': 'Daun Pandan'}, {'grup': 'Bahan Utama', 'jumlah': '', 'bahan': 'Kuah Gula'}, {'grup': 'Bahan Utama', 'jumlah': '1000 mL', 'bahan': 'Air'}, {'grup': 'Bahan Utama', 'jumlah': '1 kg', 'bahan': 'Gula Pasir'}, {'grup': 'Bahan Utama', 'jumlah': '1 sdm', 'bahan': 'Pasta Pisang Ambon'}, {'grup': 'Bahan Utama', 'jumlah': '3 Lembar', 'bahan': 'Daun Pandan'}, {'grup': 'Bahan Utama', 'jumlah': 'Sejumput', 'bahan': 'Garam'}, {'grup': 'Bahan Utama', 'jumlah': '2 Bungkus', 'bahan': 'Agar Agar Warna Merah'}, {'grup': 'Bahan Utama', 'jumlah': '2 Bungkus', 'bahan': 'Agar Agar Warna Hijau'}, {'grup': 'Bahan Utama', 'jumlah': '1 Kotak', 'bahan': 'Cincau Hitam'}, {'grup': 'Bahan Utama', 'jumlah': '3 Buah', 'bahan': 'Alpukat'}, {'grup': 'Bahan Utama', 'jumlah': '2 Buah', 'bahan': 'Naga Merah'}, {'grup': 'Bahan Utama', 'jumlah': '12 Buah', 'bahan': 'Melon'}, {'grup': 'Bahan Utama', 'jumlah': '3 sdm', 'bahan': 'Selalih'}, {'grup': 'Bahan Utama', 'jumlah': '3 Bungkus Besar', 'bahan': 'Es Batu'}]","['Kuah susu didihkan air dengan garam dan daun pandan lalu masukan kremer bubuk,masak hingga tercampur rata lalu angkat,sisihkan,biarkan dingin', 'Kuah gula syrup gula dalam panci masukan air,beri gula,aduk rata,masukan garam dan daun pandan masukan pasta pisang ambon,,masak hingga mendidih dan matang,siaihkan', 'Penyajian ambil gelas plastik uk 14 oz,bagian bawah gelas masukan jeli cincau,jeli merah,jeli hijau,es batu,beli 1 12 centong syrup gula (centong diameter 65 cm),1 centong kuah susu,lalu masukan buah melon,buah naga,alpukat selasih,sajikan']",180 Menit,https://cookpad.com/id/resep/24587998-es-campur-murah-meriah,"['gula', 'kuah', 'jeli']"
Tape roll ala exc*lco versi murah,https://img-global.cpcdn.com/recipes/1194cc0dfe8e4204/1280x1280sq70/tape-roll-ala-exclco-versi-murah-foto-resep-utama.jpg,Asmaul Husna,2 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '15 Lembar', 'bahan': 'Kulit Lumpia'}, {'grup': 'Bahan Utama', 'jumlah': '200', 'bahan': 'Tape Singkong Matang'}, {'grup': 'Bahan Utama', 'jumlah': '1 Sachet', 'bahan': 'Skm Putih Merk Bebas'}, {'grup': 'Bahan Utama', 'jumlah': '1 Butir', 'bahan': 'Putih Telur'}]","['Siapkan bahan2 sesuai resep bersihkan tape jika ada akarnya', 'Tuang tape ke dalam wadah, masukkan skm, dan sedikit vanili', 'Isi ke dalam kulit lumpia, lalu gulung rekatkan dengan putih telur', 'Goreng di minyak panas']",30 Menit,https://cookpad.com/id/resep/24555882-tape-roll-ala-exclco-versi-murah,"['tape', 'roll', 'ala']"
Pomme Aligot Ala-ala versi murah dan gampang,https://img-global.cpcdn.com/recipes/e2e992bda6479c5d/1280x1280sq70/pomme-aligot-ala-ala-versi-murah-dan-gampang-foto-resep-utama.jpg,Shireishou,4 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '200 gr', 'bahan': 'Kentang'}, {'grup': 'Bahan Utama', 'jumlah': '100 gr', 'bahan': 'Mozzarella Cheese'}, {'grup': 'Bahan Utama', 'jumlah': '100 gr', 'bahan': 'Chedar Cheese'}, {'grup': 'Bahan Utama', 'jumlah': '1 sdt', 'bahan': 'Bawang Putih Halus'}, {'grup': 'Bahan Utama', 'jumlah': 'Secukupnya', 'bahan': 'Margarin'}, {'grup': 'Bahan Utama', 'jumlah': '500 mL', 'bahan': 'Air'}, {'grup': 'Bahan Utama', 'jumlah': 'Secukupnya', 'bahan': 'Garam'}, {'grup': 'Bahan Utama', 'jumlah': '100 mL', 'bahan': 'Susu Uht'}, {'grup': 'Bahan Utama', 'jumlah': 'Secukupnya', 'bahan': 'Parsley Kering'}]","['Kupas, potong, rebus, kentang sampai halus (aku 15 menit), terus halusin pakai garpu kalau punya potato ricer boleh tapi, harga 96k di marketplace bikin munduuuur wkakakaka', 'Pas ngerebus kentang, jangan lupa parut keju mozza dan keju chedarnya sehalus mungkin', 'Supaya lebih smooth, saring lagi pakai saringan jangan lupa dicuci hampir lupa masih ada minyak sisa goreng ebi tempura tadi pagi', 'Tumis bawang putih cincang sampai harum yha saya memang pemalas nomor satu kayaknya bisa pakai 2 siung, ya saya 1 sendok teh aja', 'Masukkan susu dan margarin (sebaiknya butter) sampai tercampur rata', 'Kalau udah, masukkan kentangnya ublek dengan penuh semangat api kecil ya, gaes tadi hampir gosong lupa ngecilin wkakaka', 'Masukkan separuh moza aku curiga harusnya yang masuk duluan tuh cheddar supaya chedarnya meleleh duluan, baru moza barangkali ada yang ingin coba chedar duluan yang masuk wakakaka', 'Masukkan kejunya dikitdikit sambil terus aduk supaya berotot (plak)', 'Taburi parsley, deh tidak tahu fungsinya apa wangi, sih jadinya daripada sebelum ditabur wkakaka dan lebih cantik buat difoto (plak)', 'Hidangkan selagi panas panas buanget lidahkuuu aaaah lupa dikipaaaas']",60 Menit,https://cookpad.com/id/resep/24772747-pomme-aligot-ala-ala-versi-murah-dan-gampang,"['lupa', 'duluan', 'ala']"
"Tahu putih bumbu kuning menu sederhana, menu gampang, menu murah",https://img-global.cpcdn.com/recipes/fa8dd5d92348dc78/1280x1280sq70/tahu-putih-bumbu-kuning-menu-sederhana-menu-gampang-menu-murah-foto-resep-utama.jpg,Izzatun Nisa,2 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '1 Kotak Besar', 'bahan': 'Tahu Putih'}, {'grup': 'Bahan Utama', 'jumlah': '7 Siung', 'bahan': 'Bawang Merah'}, {'grup': 'Bahan Utama', 'jumlah': '3 Siung', 'bahan': 'Bawang Putih'}, {'grup': 'Bahan Utama', 'jumlah': '1 Ruas', 'bahan': 'Kunyit'}, {'grup': 'Bahan Utama', 'jumlah': '12 sdm', 'bahan': 'Ketumbar'}, {'grup': 'Bahan Utama', 'jumlah': '4 Butir', 'bahan': 'Kemiri'}, {'grup': 'Bahan Utama', 'jumlah': '12 sdt', 'bahan': 'Merica Butir'}, {'grup': 'Bahan Utama', 'jumlah': '12 Ruas', 'bahan': 'Jahe'}, {'grup': 'Bahan Utama', 'jumlah': '12 Ruas', 'bahan': 'Lengkuas'}, {'grup': 'Bahan Utama', 'jumlah': '2 Lembar', 'bahan': 'Daun Jeruk'}, {'grup': 'Bahan Utama', 'jumlah': 'Secukupnya', 'bahan': 'Garam'}, {'grup': 'Bahan Utama', 'jumlah': 'Secukupnya', 'bahan': 'Penyedap Rasa'}, {'grup': 'Bahan Utama', 'jumlah': '250 mL', 'bahan': 'Air'}]","['Potong segitiga tahu yang sudah dicuci bersih', 'Haluskan bumbu kecuali sereh dan daun jeruk', 'Tumis bumbu, masukkan lengkuas, dan daun jeruk tunggu sampai benar benar masak', 'Tambahkan air dan masukkan tahu, garam dan penyedap rasa tunggu hingga air meresap', 'Tahu bumbu kuning siap dihidangkan']",20 Menit,https://cookpad.com/id/resep/17222217-tahu-putih-bumbu-kuning-menu-sederhana-menu-gampang-menu-murah,"['daun', 'jeruk', 'sederhana']"
Pempek Farina (Kualitas Murah),https://img-global.cpcdn.com/recipes/02711c8d40d169c3/1280x1280sq70/pempek-farina-kualitas-murah-foto-resep-utama.jpg,Mami Cy,3 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '3045 gr', 'bahan': 'Ikan Teri Kering'}, {'grup': '5 Siung Bawang Putih', 'jumlah': '4050 gr', 'bahan': 'Tepung Terigu'}, {'grup': '5 Siung Bawang Putih', 'jumlah': '70 gr', 'bahan': 'Tepung Sagu Tani'}, {'grup': '5 Siung Bawang Putih', 'jumlah': '20 gr', 'bahan': 'Tepung Tapioka Rosebrand'}, {'grup': '5 Siung Bawang Putih', 'jumlah': 'Secukupnya', 'bahan': 'Penyedap Masako'}, {'grup': '5 Siung Bawang Putih', 'jumlah': 'Secukupnya', 'bahan': 'Kaldu Jamur'}, {'grup': '5 Siung Bawang Putih', 'jumlah': 'Secukupnya', 'bahan': 'Lada Bubuk'}]","['Siapkan alat dan bahan terlebih dahulu piring, mangkok, chopper, panci kecil, panci besar, sendok, pertepungan dan perbumbuan', 'Selanjutnya chopper halus ikan teri kering, sisihkan di mangkok setelah itu chopper bawang putih dengan air 100ml', 'Jika ikan teri dan bawang sudah sama2 halus, campurkan kedua bahan ini kedalam panci rebus hingga mendidih (10mnt cukup dengan api besar dan sesekali di aduk perlahan)', 'Jika sudah mendidih sebelum bahan di tuang ke tepung masukan perbumbuan (masako, lada, kaldu jamur secukupnyasesuai selera)', 'Buat yang tanya kenapa teri tidak langsung saya blender dengan bawang putih dan air karena saya takut tekstur dari terinya tidak bisa hancur dengan halus karena basah jadi saya menggunakan metode seperti ini', 'Jika air bawang dan teri sudah mendidih tuangkan ke wadah kering yang sudah diberi tepung terigu, lalu campurkan perlahanlahan air rebusan bawang dan teri sembari di adukaduk sampai mengental', 'Jika adonan pertama sudah jadi selanjutnya tinggal menambah akan tepung sagu tani perlahan sambil di uleni hingga kalis kalau sudah mulai agak dingin', 'Nah ketika adonan sdah kalis dan mudah dibentuk tambahkan tapioka rosebrand di akhir fungsi dari tepung tapioka yang ini untuk mengunci adonan agar tidak terlalu lembek dan ambyar ketika di rebus', 'Ketika sudah tercampur semua bahan bahan nya adonan sudah bisa dibentuk bentuk', 'Tahap akhir (perebusan)didihkan air di panci, beri sedikit minyak agar tidak lengket, lalu rebus satu persatu adonan pempek hingga matang mengambang kalau sudah mengambang tinggal masukan ke dalam air es supaya tidak lengket', 'Pempek sudah jadibuat yang langsung ingin dimakan bisa di goreng terlebih dahulu buat yang ingin disimpan bisa dimasukan ke dalam freezer sebagian selamat mencoba semoga berhasil', 'Ini rasanya benar benar enak loh bunda padahal cuma pakai ikan teri kering tapi sudah bisa bersaing dengan pempek yang bermerk, cocok untuk ide bisnis']",60 Menit,https://cookpad.com/id/resep/24254061-pempek-farina-kualitas-murah,"['teri', 'bawang', 'adonan']"
Dadar gulung murah meriah untuk di jual,https://img-global.cpcdn.com/recipes/97050a70ca85d9bd/1280x1280sq70/dadar-gulung-murah-meriah-untuk-di-jual-foto-resep-utama.jpg,Mama Kinan,120 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '1 kg', 'bahan': 'Terigu'}, {'grup': 'Bahan Utama', 'jumlah': '8 Sendok Makan', 'bahan': 'Tepung Tapioka'}, {'grup': 'Bahan Utama', 'jumlah': '4 Sendok Makan', 'bahan': 'Tepung Maizena'}, {'grup': 'Bahan Utama', 'jumlah': '', 'bahan': 'Minyak Goreng'}, {'grup': 'Bahan Utama', 'jumlah': '4 Butir', 'bahan': 'Telur'}, {'grup': 'Bahan Utama', 'jumlah': '500600 mL', 'bahan': 'Air'}, {'grup': 'Bahan Utama', 'jumlah': '4 Sendok', 'bahan': 'Margarin'}]","['Campur akan pertepungan, terigu, tapioka, maizena, aduk supaya merata saja', 'Lelehkan margarin di atas kompor, setelah margarin nya dingin masukkan telor lalu kocok supaya merata', 'Bahan enten parut kelapapotong potong gula merah, siapkan wajan masukkan air kalau sudah sedikit mendidih masukan gula, lalu kelapa parut, masak hingga air menyusut, masukkan seujung sendok garam, koreksi rasa kalau kurang manis tambahkan gula pasir', 'Campurkan air, telor, margarin aduk sampai tidak menggringgil, lalu masukkan pewarna makanan jika warna nya dirasa sudah cukup lalu saring terigu', 'Lalu panaskan wajan anti lengket, siap eksekusi', 'Lalu masukkan enten yang sudah jadi, ukuran nya di kira kira saja iya bun, kalau saya segini, supaya tidak terlalu kecil tidak terlalu besar juga', '1kg terigu bisa jadi 120pcs ya bunda']",Tidak ada,https://cookpad.com/id/resep/17297682-dadar-gulung-murah-meriah-untuk-di-jual,"['terigu', 'margarin', 'nya']"
Sempol ayam mudah murah jadi banyak,https://img-global.cpcdn.com/recipes/9fdc22f74777d6f2/1280x1280sq70/sempol-ayam-mudah-murah-jadi-banyak-foto-resep-utama.jpg,Ika Apriliani,25 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '250 gr', 'bahan': 'Ayam Fillet'}, {'grup': 'Bahan Utama', 'jumlah': '3 sdm', 'bahan': 'Tepung Tapioka'}, {'grup': 'Bahan Utama', 'jumlah': '3 sdm', 'bahan': 'Tepung Terigu'}, {'grup': 'Bahan Utama', 'jumlah': '1 Sachet', 'bahan': 'Masako Ayam'}, {'grup': 'Bahan Utama', 'jumlah': '3 Siung', 'bahan': 'Bawang Putih'}, {'grup': 'Bahan Utama', 'jumlah': '1 Butir', 'bahan': 'Telur Ayam'}, {'grup': 'Bahan Utama', 'jumlah': '2 sdm', 'bahan': 'Minyak Goreng'}]","['Potong ayam lalu gilingblender sampai halus bersama bawang dan telur', 'Masukkan adonan ayam kewadah campur tepung terigu dan tapioka bumbui dengan masako masukkan minyak goreng ke adonan agar tidak lengket', 'Panas akan air sambil kepal kepal adonan ke tusukan, jika air sudah mendidih bisa langsung di masukkan ulang sampai adonan selesai', 'Tiriskan jika sudah agak dingin bisa di gorengdi bakar']",30 Menit,https://cookpad.com/id/resep/17282826-sempol-ayam-mudah-murah-jadi-banyak,"['adonan', 'ayam', 'kepal']"
27. Bolu jadul ala pemula,https://img-global.cpcdn.com/recipes/40c129183eedf0f5/1280x1280sq70/27-bolu-jadul-ala-pemula-foto-resep-utama.jpg,Lutfiapril_,5 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '3 Butir', 'bahan': 'Telur'}, {'grup': 'Bahan Utama', 'jumlah': '150 gr', 'bahan': 'Tepung Terigu'}, {'grup': 'Bahan Utama', 'jumlah': '3 sdm', 'bahan': 'Tepung Maizena'}, {'grup': 'Bahan Utama', 'jumlah': '130 gr', 'bahan': 'Gula Pasir'}, {'grup': 'Bahan Utama', 'jumlah': '200 gr', 'bahan': 'Mentega'}, {'grup': 'Bahan Utama', 'jumlah': '12 Bungkus', 'bahan': 'Susu Dancow'}, {'grup': 'Bahan Utama', 'jumlah': '12 sdt', 'bahan': 'Spovalett'}, {'grup': 'Bahan Utama', 'jumlah': '12 sdt', 'bahan': 'Bp'}, {'grup': 'Bahan Utama', 'jumlah': 'Setetes', 'bahan': 'Pasta Coklat'}, {'grup': 'Bahan Utama', 'jumlah': 'Secukupnya', 'bahan': 'Vanili Cair'}]","['Mixer dengan kecepatan tinggi bahan telur, gula, sp, vanili sampai berjejak halus', 'Campur bahan tepung terigu, tepung tapioka, susu, bp (di ayak supaya tidak ada yang menggrindil)', 'Masukan bahan tepung ke dalam bahan yang sudah di mixer, mixer kembali dengan kecepatan agak lambat', 'Setelah cairkan mentega, masukan kedalam mixer agar tercampur rata', 'Sisakan adonan 23 sendok untuk membentul pola bunga atau lainnya di tambah dengan pasta coklat bentuk menggunakan lidi makan (tusuk sate)', 'Masukan adonan ke loyang yang sudah di olesi mentega', 'Oven selama kurang lebih 4045 menit, dicek memakai lidi makan jika sudah matang adonan tidak lagi menempel', 'Api atas 180 api bawah 180 waktu 4045 menit, jika sudah ingin matang kecilkan suhunya dan periksa berkala', 'Susah matang siap sajikan']",80 Menit,https://cookpad.com/id/resep/24143212-27-bolu-jadul-ala-pemula,"['tepung', 'adonan', 'kecepatan']"
Resep donat kentang praktis dan mudah untuk pemula dan anak kos,https://img-global.cpcdn.com/recipes/e4817e9ea8b0b650/1280x1280sq70/resep-donat-kentang-praktis-dan-mudah-untuk-pemula-dan-anak-kos-foto-resep-utama.jpg,Najwa Trizkiana,10 Orang,"[{'grup': 'Bahan Utama', 'jumlah': '5 Buah', 'bahan': 'Kentang Besar Besar'}, {'grup': 'Bahan Utama', 'jumlah': '1 sdt', 'bahan': 'Ragi'}, {'grup': 'Bahan Utama', 'jumlah': '3 sdm', 'bahan': 'Gula Pasir'}, {'grup': 'Bahan Utama', 'jumlah': '3 Sendok', 'bahan': 'Margarin Cair'}, {'grup': 'Bahan Utama', 'jumlah': '5 sdm', 'bahan': 'Tepung Terigu'}, {'grup': 'Bahan Utama', 'jumlah': '1 Butir', 'bahan': 'Kuning Telur'}, {'grup': 'Saos Coklat Untuk Toping', 'jumlah': '5 sdm', 'bahan': 'Meses Coklat'}, {'grup': 'Saos Coklat Untuk Toping', 'jumlah': '3 sdm', 'bahan': 'Gula Pasir'}, {'grup': 'Saos Coklat Untuk Toping', 'jumlah': '1 Gelas', 'bahan': 'Air'}, {'grup': 'Saos Coklat Untuk Toping', 'jumlah': '2 sdm', 'bahan': 'Margarin'}]","['Kupas kentang, lalu dipotong potong agar lebih mudah saat dihaluskan nnti rebus atau kukus kentang hingga melunak', 'Hancurkan kentang dengan garpu tambahkan 5 sdm tepung terigu, 3 sdm margarin yang sudah dicairkan, 3 sdm gula pasir, dan 1 sdt ragi atau permifan', 'Aduk adonan menggunakan tangan hingga benar benar kalis jika sudah kalis, diamkan adonan hingga 1 jam kurang atau mengembang', 'Jika adonan sudah mengembang uleni kembali dengan tangan bentuk adunan donat', 'Sediakan minyak yang banyak atau 2 gelas sedang minyak panaskan pada pan, jika sudah panas goreng donat hingga sedikit kecokelatan angkat dan sajikan', 'Masak 2 sdm gula pasir, 5 sdm seres coklat, bersama 2 sdm margarin lalu masukan 1 gelas air aduk hingga benar benar rata, jangan lupa untuk dicoba jika sudah rata, maka sajikan saus coklat sebagai toping donat']",120 Menit,https://cookpad.com/id/resep/24498724-resep-donat-kentang-praktis-dan-mudah-untuk-pemula-dan-anak-kos,"['sdm', 'donat', 'kentang']"
